Website,Reinecke’s ,NewScore
70,4.090909091,
70,4.090909091,
70,4.090909091,
72,4.545454545,
72,4.545454545,
72,4.545454545,
72,4.545454545,
73,4.4375,
73,4.4375,
73,4.4375,
73,4.4375,
73,4.4375,
73,4.4375,
73,4.4375,
74,5.5,
74,5.5,
74,5.5,
74,5.5,
74,5.5,
74,5.5,
74,5.5,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
76,4.4,
77,3.454545455,
77,3.454545455,
77,3.454545455,
77,3.454545455,
77,3.454545455,
77,3.454545455,
77,3.454545455,
77,3.454545455,
77,3.454545455,
77,3.454545455,
77,3.454545455,
78,3.2,
78,3.2,
78,3.2,
78,3.2,
78,3.2,
78,3.2,
79,2.2,
79,2.2,
80,3.777777778,
80,3.777777778,
80,3.777777778,
80,3.777777778,
80,3.777777778,
80,3.777777778,
80,3.777777778,
81,3.166666667,
81,3.166666667,
81,3.166666667,
82,3.714285714,
82,3.714285714,
82,3.714285714,
82,3.714285714,
82,3.714285714,
83,3,
83,3,
85,3.857142857,
85,3.857142857,
85,3.857142857,
85,3.857142857,
85,3.857142857,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
86,4.25,
88,4.454545455,
88,4.454545455,
88,4.454545455,
88,4.454545455,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
89,5.25,
90,3.5,
90,3.5,
90,3.5,
90,3.5,
90,3.5,
90,3.5,
91,3.6,
91,3.6,
91,3.6,
91,3.6,
92,3.333333333,
92,3.333333333,
92,3.333333333,
92,3.333333333,
92,3.333333333,
92,3.333333333,
93,6.666666667,
93,6.666666667,
93,6.666666667,
93,6.666666667,
93,6.666666667,
93,6.666666667,
93,6.666666667,
94,4.461538462,
94,4.461538462,
94,4.461538462,
94,4.461538462,
94,4.461538462,
94,4.461538462,
95,3.111111111,
95,3.111111111,
95,3.111111111,
95,3.111111111,
95,3.111111111,
95,3.111111111,
95,3.111111111,
95,3.111111111,
95,3.111111111,
96,3.588235294,
96,3.588235294,
96,3.588235294,
97,4.181818182,
97,4.181818182,
97,4.181818182,
97,4.181818182,
97,4.181818182,
97,4.181818182,
98,4.5,
98,4.5,
98,4.5,
99,3.333333333,
99,3.333333333,
99,3.333333333,
99,3.333333333,
99,3.333333333,
99,3.333333333,
99,3.333333333,
99,3.333333333,
99,3.333333333,
99,3.333333333,
99,3.333333333,
100,4.272727273,
100,4.272727273,
100,4.272727273,
101,4.181818182,
101,4.181818182,
101,4.181818182,
101,4.181818182,
101,4.181818182,
101,4.181818182,
101,4.181818182,
102,3.5,
102,3.5,
102,3.5,
103,5.571428571,
103,5.571428571,
103,5.571428571,
103,5.571428571,
103,5.571428571,
103,5.571428571,
103,5.571428571,
103,5.571428571,
103,5.571428571,
104,5,
104,5,
104,5,
104,5,
105,3,
105,3,
105,3,
105,3,
105,3,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
106,6.142857143,
107,4.4,
107,4.4,
107,4.4,
108,4.578947368,
108,4.578947368,
108,4.578947368,
108,4.578947368,
108,4.578947368,
108,4.578947368,
108,4.578947368,
108,4.578947368,
108,4.578947368,
108,4.578947368,
109,3.777777778,
109,3.777777778,
109,3.777777778,
109,3.777777778,
109,3.777777778,
109,3.777777778,
111,5.75,
111,5.75,
111,5.75,
111,5.75,
111,5.75,
112,3.928571429,
112,3.928571429,
112,3.928571429,
113,4.692307692,
113,4.692307692,
113,4.692307692,
113,4.692307692,
113,4.692307692,
113,4.692307692,
113,4.692307692,
113,4.692307692,
114,3.666666667,
114,3.666666667,
114,3.666666667,
114,3.666666667,
114,3.666666667,
115,3.636363636,
115,3.636363636,
115,3.636363636,
115,3.636363636,
117,4.285714286,
117,4.285714286,
117,4.285714286,
117,4.285714286,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
118,5.25,
119,3.888888889,
119,3.888888889,
119,3.888888889,
119,3.888888889,
119,3.888888889,
119,3.888888889,
120,4.714285714,
120,4.714285714,
120,4.714285714,
120,4.714285714,
120,4.714285714,
120,4.714285714,
120,4.714285714,
120,4.714285714,
121,5.5625,
121,5.5625,
121,5.5625,
121,5.5625,
121,5.5625,
121,5.5625,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
122,4.555555556,
123,5.454545455,
123,5.454545455,
123,5.454545455,
123,5.454545455,
123,5.454545455,
123,5.454545455,
123,5.454545455,
124,6.454545455,
124,6.454545455,
124,6.454545455,
124,6.454545455,
124,6.454545455,
124,6.454545455,
124,6.454545455,
124,6.454545455,
124,6.454545455,
125,5.071428571,
125,5.071428571,
125,5.071428571,
125,5.071428571,
125,5.071428571,
125,5.071428571,
125,5.071428571,
125,5.071428571,
125,5.071428571,
125,5.071428571,
125,5.071428571,
128,3.636363636,
128,3.636363636,
128,3.636363636,
128,3.636363636,
128,3.636363636,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
129,4.444444444,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
130,5,
131,4.666666667,
131,4.666666667,
131,4.666666667,
131,4.666666667,
131,4.666666667,
131,4.666666667,
131,4.666666667,
132,3.2,
132,3.2,
132,3.2,
132,3.2,
132,3.2,
132,3.2,
132,3.2,
133,5,
133,5,
133,5,
133,5,
134,4.363636364,
134,4.363636364,
134,4.363636364,
134,4.363636364,
134,4.363636364,
134,4.363636364,
134,4.363636364,
134,4.363636364,
135,5.285714286,
135,5.285714286,
135,5.285714286,
135,5.285714286,
135,5.285714286,
135,5.285714286,
135,5.285714286,
135,5.285714286,
136,5,
136,5,
136,5,
136,5,
136,5,
136,5,
136,5,
136,5,
137,5.125,
137,5.125,
137,5.125,
137,5.125,
137,5.125,
137,5.125,
137,5.125,
137,5.125,
137,5.125,
137,5.125,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
139,2.333333333,
140,3.125,
140,3.125,
140,3.125,
140,3.125,
140,3.125,
140,3.125,
140,3.125,
140,3.125,
141,2.375,
141,2.375,
141,2.375,
141,2.375,
141,2.375,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
142,5.777777778,
143,4.181818182,
143,4.181818182,
143,4.181818182,
143,4.181818182,
143,4.181818182,
143,4.181818182,
143,4.181818182,
144,4,
144,4,
144,4,
144,4,
144,4,
144,4,
145,4.375,
145,4.375,
145,4.375,
145,4.375,
145,4.375,
145,4.375,
146,3.714285714,
146,3.714285714,
146,3.714285714,
146,3.714285714,
146,3.714285714,
147,3.181818182,
147,3.181818182,
147,3.181818182,
147,3.181818182,
147,3.181818182,
147,3.181818182,
148,3.875,
148,3.875,
148,3.875,
148,3.875,
148,3.875,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
149,4,
150,4,
150,4,
150,4,
150,4,
150,4,
150,4,
151,3.25,
151,3.25,
151,3.25,
151,3.25,
151,3.25,
151,3.25,
151,3.25,
151,3.25,
152,5.2,
152,5.2,
152,5.2,
152,5.2,
152,5.2,
152,5.2,
153,4.2,
153,4.2,
153,4.2,
153,4.2,
153,4.2,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
154,3.272727273,
155,4.333333333,
156,2.882352941,
156,2.882352941,
156,2.882352941,
156,2.882352941,
157,3.454545455,
157,3.454545455,
157,3.454545455,
158,5.428571429,
158,5.428571429,
158,5.428571429,
158,5.428571429,
158,5.428571429,
158,5.428571429,
158,5.428571429,
159,2.333333333,
159,2.333333333,
159,2.333333333,
159,2.333333333,
159,2.333333333,
159,2.333333333,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
160,4,
161,5.090909091,
161,5.090909091,
161,5.090909091,
162,4.071428571,
162,4.071428571,
162,4.071428571,
162,4.071428571,
162,4.071428571,
162,4.071428571,
162,4.071428571,
162,4.071428571,
162,4.071428571,
163,2.818181818,
163,2.818181818,
163,2.818181818,
163,2.818181818,
163,2.818181818,
164,5.4,
164,5.4,
164,5.4,
164,5.4,
164,5.4,
165,5.3,
165,5.3,
165,5.3,
165,5.3,
165,5.3,
165,5.3,
165,5.3,
165,5.3,
165,5.3,
165,5.3,
166,3.0625,
166,3.0625,
167,4.181818182,
167,4.181818182,
167,4.181818182,
167,4.181818182,
168,3.875,
168,3.875,
168,3.875,
169,4.333333333,
169,4.333333333,
169,4.333333333,
169,4.333333333,
169,4.333333333,
169,4.333333333,
169,4.333333333,
169,4.333333333,
169,4.333333333,
169,4.333333333,
169,4.333333333,
170,5.666666667,
170,5.666666667,
170,5.666666667,
170,5.666666667,
170,5.666666667,
170,5.666666667,
170,5.666666667,
170,5.666666667,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
172,6.523809524,
173,4.461538462,
174,4.363636364,
174,4.363636364,
174,4.363636364,
174,4.363636364,
174,4.363636364,
174,4.363636364,
174,4.363636364,
175,4.315789474,
175,4.315789474,
176,3.764705882,
176,3.764705882,
176,3.764705882,
177,4,
177,4,
177,4,
177,4,
177,4,
177,4,
177,4,
178,4.928571429,
178,4.928571429,
178,4.928571429,
178,4.928571429,
179,3.916666667,
179,3.916666667,
179,3.916666667,
179,3.916666667,
180,3.5,
180,3.5,
180,3.5,
180,3.5,
181,5.818181818,
181,5.818181818,
181,5.818181818,
181,5.818181818,
181,5.818181818,
181,5.818181818,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
182,6.428571429,
183,4.111111111,
183,4.111111111,
183,4.111111111,
183,4.111111111,
183,4.111111111,
183,4.111111111,
183,4.111111111,
183,4.111111111,
184,5,
184,5,
184,5,
184,5,
184,5,
184,5,
184,5,
184,5,
184,5,
184,5,
184,5,
184,5,
184,5,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
185,5.071428571,
186,5.428571429,
186,5.428571429,
186,5.428571429,
186,5.428571429,
186,5.428571429,
186,5.428571429,
186,5.428571429,
186,5.428571429,
187,3.428571429,
187,3.428571429,
187,3.428571429,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
188,3.529411765,
189,3,
189,3,
189,3,
189,3,
189,3,
189,3,
189,3,
190,3.285714286,
190,3.285714286,
190,3.285714286,
190,3.285714286,
190,3.285714286,
190,3.285714286,
190,3.285714286,
190,3.285714286,
191,4.111111111,
191,4.111111111,
191,4.111111111,
191,4.111111111,
191,4.111111111,
191,4.111111111,
191,4.111111111,
191,4.111111111,
191,4.111111111,
192,3.75,
192,3.75,
192,3.75,
192,3.75,
192,3.75,
192,3.75,
192,3.75,
193,4.692307692,
193,4.692307692,
193,4.692307692,
193,4.692307692,
193,4.692307692,
193,4.692307692,
194,2.375,
194,2.375,
194,2.375,
195,4.666666667,
195,4.666666667,
195,4.666666667,
195,4.666666667,
195,4.666666667,
196,4.666666667,
196,4.666666667,
196,4.666666667,
197,4.25,
197,4.25,
197,4.25,
197,4.25,
197,4.25,
198,5.8,
198,5.8,
198,5.8,
198,5.8,
198,5.8,
198,5.8,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
199,4.777777778,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
200,4.846153846,
201,4.8,
201,4.8,
201,4.8,
201,4.8,
202,3.8,
202,3.8,
202,3.8,
202,3.8,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
203,5.333333333,
204,2.846153846,
204,2.846153846,
204,2.846153846,
204,2.846153846,
204,2.846153846,
204,2.846153846,
205,4.545454545,
205,4.545454545,
205,4.545454545,
205,4.545454545,
206,4.4375,
206,4.4375,
206,4.4375,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
207,4.333333333,
208,4.8,
208,4.8,
209,3.583333333,
209,3.583333333,
209,3.583333333,
210,4.833333333,
210,4.833333333,
210,4.833333333,
210,4.833333333,
210,4.833333333,
210,4.833333333,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
211,4.625,
212,4,
212,4,
212,4,
212,4,
213,3,
213,3,
213,3,
213,3,
213,3,
213,3,
213,3,
213,3,
214,3.25,
214,3.25,
214,3.25,
215,3.555555556,
215,3.555555556,
215,3.555555556,
215,3.555555556,
217,5.3125,
217,5.3125,
217,5.3125,
218,3.333333333,
218,3.333333333,
218,3.333333333,
218,3.333333333,
219,3.818181818,
219,3.818181818,
219,3.818181818,
219,3.818181818,
219,3.818181818,
219,3.818181818,
219,3.818181818,
219,3.818181818,
220,3,
220,3,
220,3,
220,3,
220,3,
220,3,
221,4.1,
221,4.1,
221,4.1,
222,3.454545455,
222,3.454545455,
222,3.454545455,
222,3.454545455,
222,3.454545455,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
223,1.833333333,
224,4.222222222,
224,4.222222222,
224,4.222222222,
224,4.222222222,
224,4.222222222,
224,4.222222222,
225,4.083333333,
226,5.066666667,
226,5.066666667,
226,5.066666667,
226,5.066666667,
226,5.066666667,
226,5.066666667,
227,4.733333333,
227,4.733333333,
227,4.733333333,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
228,6,
229,3,
229,3,
229,3,
229,3,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
230,6.5,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
231,5.818181818,
233,3.9,
233,3.9,
233,3.9,
233,3.9,
233,3.9,
233,3.9,
233,3.9,
233,3.9,
233,3.9,
233,3.9,
233,3.9,
234,4.076923077,
234,4.076923077,
234,4.076923077,
234,4.076923077,
234,4.076923077,
234,4.076923077,
234,4.076923077,
234,4.076923077,
234,4.076923077,
234,4.076923077,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
